,Open,High,Low,Close,return,rv_gkyz,GPR_AI,EPU,GPR_AI_sc,EPU_sc
2024-08-28,5624.509765625,5627.02978515625,5560.9501953125,5592.18017578125,-0.5993900794735212,0.5698637533190504,162.72,35.71,1.6118702105161462,-1.1112845934702047
2024-08-29,5607.2998046875,5646.9501953125,5583.7099609375,5591.9599609375,-0.003937984343658622,0.6780980739393756,150.86,64.09,1.4004611236837132,-0.2482560413301567
2024-08-30,5612.740234375,5651.3701171875,5581.7900390625,5648.39990234375,1.004245707914417,0.7500136470425837,102.02,92.28,0.3076867269791831,0.2896657532889717
2024-09-03,5623.89013671875,5623.89013671875,5504.330078125,5528.93017578125,-2.1377963372397697,1.3776595322188157,184.99,60.89,1.9701959811894587,-0.32383648243785584
2024-09-04,5506.68017578125,5552.990234375,5503.66015625,5520.06982421875,-0.16038290273809633,0.5379377513752837,197.18,70.88,2.148464465741468,-0.09966099230617892
2024-09-05,5520.080078125,5546.2998046875,5480.5400390625,5503.41015625,-0.3022581014674196,0.6759744096871704,266.37,92.74,2.9886662952159746,0.29700320208791764
2024-09-06,5507.330078125,5522.47021484375,5402.6201171875,5408.419921875,-1.7410944507424406,1.1434033689554661,143.19,54.83,1.2546962725638968,-0.4785280735401845
2024-09-09,5442.06982421875,5484.2001953125,5434.490234375,5471.0498046875,1.1513534435818253,0.6903001097487462,171.69,103.01,1.7617687794376058,0.4519821317517356
2024-09-10,5490.509765625,5497.91015625,5441.72021484375,5495.52001953125,0.4462699977793541,0.6505071636712075,114.41,55.57,0.6278776825669166,-0.45874589193716475
2024-09-11,5496.419921875,5560.41015625,5406.9599609375,5554.1298828125,1.0608555649843339,3.494607901309636,128.3,117.97,0.9479657495512599,0.6520827580718056
2024-09-12,5557.47998046875,5600.7099609375,5535.5,5595.759765625,0.746735215680267,0.5074090535787158,158.41,38.01,1.5368803441736867,-1.0191784677601428
2024-09-13,5603.33984375,5636.27001953125,5601.64990234375,5626.02001953125,0.5393142234356035,0.1451021985823236,115.62,58.47,0.657266695924178,-0.3836805505289232
2024-09-16,5615.2099609375,5636.0498046875,5604.52978515625,5633.08984375,0.12558408673102855,0.15521159402730886,134.32,92.86,1.0760585996923067,0.2989113338843411
2024-09-17,5655.509765625,5670.81005859375,5614.0498046875,5634.580078125,0.026451509389645085,0.6106574318810677,188.04,59.1,2.015878060860539,-0.3678661322312846
2024-09-18,5641.68017578125,5689.75,5615.080078125,5618.259765625,-0.2900658708313291,0.8215905178152743,181.41,110.52,1.915604925568048,0.5558222652507384
2024-09-19,5702.6298828125,5733.56982421875,5686.419921875,5713.64013671875,1.6834356892725129,2.5482926858040367,188.17,152.08,2.017808664604361,1.0268557658757693
2024-09-20,5709.64013671875,5715.14013671875,5674.490234375,5702.5498046875,-0.19429136300157343,0.2537013347844737,223.0,126.07,2.4922190604345467,0.7500743006497156
2024-09-23,5711.89990234375,5725.35986328125,5704.22021484375,5718.56982421875,0.28053344257131224,0.08999602013484383,194.92,66.37,2.116261452098887,-0.19667302567256117
2024-09-24,5727.66015625,5735.31982421875,5698.990234375,5732.93017578125,0.2508031103345345,0.22386030479792288,198.44,73.57,2.166258477969246,-0.044695518174489954
2024-09-25,5733.64990234375,5741.02978515625,5712.06005859375,5722.259765625,-0.1862983206212128,0.11284304156543955,214.87,72.44,2.3884721009390075,-0.06753622541543422
2024-09-26,5762.22021484375,5767.3701171875,5721.009765625,5745.3701171875,0.4030542158199222,0.7768506953381179,167.15,103.88,1.6869057701954893,0.4643925765386279
2024-09-27,5755.35986328125,5763.77978515625,5727.33984375,5738.169921875,-0.12540029000721237,0.19674001865434518,170.93,82.08,1.7493756295119958,0.11682167815767237
2024-09-30,5726.52001953125,5765.14013671875,5703.52978515625,5762.47998046875,0.4227603658441509,0.46711861001334715,165.96,90.48,1.6669466566797575,0.26059806912544364
2024-10-01,5757.72998046875,5757.72998046875,5681.27978515625,5708.75,-0.9367848694454447,0.6182110640616326,169.76,116.24,1.7301885757444133,0.6302829032408717
2024-10-02,5698.14013671875,5719.6298828125,5674.0,5709.5400390625,0.013838132698647728,0.33995615712793903,151.38,58.83,1.410073526042139,-0.37462299748556205
2024-10-03,5698.18994140625,5718.77978515625,5677.3701171875,5699.93994140625,-0.16828286544586896,0.3033038255552819,174.81,133.57,1.8120774918749778,0.8353480843631467
2024-10-04,5737.47998046875,5753.2099609375,5702.830078125,5751.06982421875,0.8930255699186382,0.7960936977878069,168.08,76.65,1.7024053989243593,0.015823080125905907
2024-10-07,5737.7998046875,5739.33984375,5686.85009765625,5695.93994140625,-0.9632263829388773,0.26832173149783384,194.8,74.53,2.1145411343279217,-0.02556497543999727
2024-10-08,5719.14013671875,5757.60009765625,5714.56005859375,5751.1298828125,0.9642706804694385,0.3265496763212776,263.99,48.33,2.9635942813019294,-0.6647294051451783
2024-10-09,5751.7998046875,5796.7998046875,5745.02001953125,5792.0400390625,0.7088231016994585,0.21491479415654727,205.71,127.04,2.266770679908632,0.7613844825690218
2024-10-10,5778.35986328125,5795.02978515625,5764.759765625,5780.0498046875,-0.20722685059824847,0.19272500310054946,168.38,71.55,1.707386989590285,-0.0857780485031437
2024-10-11,5775.08984375,5822.1298828125,5775.08984375,5815.02978515625,0.603360870729872,0.152926758970966,88.98,96.67,-0.07434590813822645,0.35824628068611886
2024-10-14,5829.81005859375,5871.41015625,5829.56982421875,5859.85009765625,0.7678114574594324,0.21812746478973766,120.84,247.06,0.7806236084716415,1.742863610981274
2024-10-15,5866.740234375,5870.35986328125,5804.47998046875,5815.259765625,-0.7638566037513421,0.3505895934283034,239.29,68.25,2.6891738492169193,-0.1554555365081723
2024-10-16,5816.580078125,5846.52001953125,5808.33984375,5842.47021484375,0.4668232782779766,0.13895331073547523,185.71,140.41,1.981047500966802,0.9090421515253185
2024-10-17,5875.6201171875,5878.4599609375,5840.25,5841.47021484375,-0.017117512853816633,0.4014949607816834,151.07,79.68,1.404347037885976,0.07303147021409613
2024-10-18,5859.43017578125,5872.169921875,5846.10986328125,5864.669921875,0.3963686942774387,0.19006641972361385,173.78,114.8,1.7955691416451238,0.6118884885258118
2024-10-21,5857.81982421875,5866.919921875,5824.7900390625,5853.97998046875,-0.1824432756419033,0.271689658723519,205.0,70.12,2.2571123149076593,-0.11556855777758476
2024-10-22,5832.7001953125,5863.0400390625,5821.169921875,5851.2001953125,-0.04749666671957937,0.35071097332535706,157.5,283.8,1.520786517130379,1.9474416552735914
2024-10-23,5834.5,5834.85009765625,5762.41015625,5797.419921875,-0.9233824267679565,0.7050180497891688,152.23,116.02,1.4257152313093036,0.6274874423365512
2024-10-24,5817.7998046875,5817.7998046875,5784.919921875,5809.85986328125,0.21434731305568283,0.2765482377628056,166.56,98.6,1.6770278991334093,0.3874165849468242
2024-10-25,5826.75,5862.81982421875,5799.97998046875,5808.1201171875,-0.029949201318627088,0.6252883310269494,182.31,67.34,1.9294296449025685,-0.17526283681733776
2024-10-28,5833.93017578125,5842.919921875,5823.080078125,5823.52001953125,0.2647934626732945,0.24212115479748875,147.79,83.65,1.3430268327002786,0.14478035072262696
2024-10-29,5819.68017578125,5847.18994140625,5802.169921875,5832.919921875,0.16128259449012197,0.28310720922097793,169.76,75.66,1.7301885757444133,-0.003359981702394522
2024-10-30,5832.64990234375,5850.93994140625,5811.27978515625,5813.669921875,-0.33056916724881186,0.1902849565485726,135.01,88.98,1.0903720857578696,0.23592979627064756
2024-10-31,5775.33984375,5775.33984375,5702.85986328125,5705.4501953125,-1.8790134928745348,0.6624450944567067,141.54,70.46,1.22231934099471,-0.10843080899394553
2024-11-01,5723.22021484375,5772.52001953125,5723.22021484375,5728.7998046875,0.4084158004525459,0.46087020329900347,138.86,107.64,1.1689182512802638,0.5168596923882419
2024-11-04,5725.14990234375,5741.43017578125,5696.509765625,5712.68994140625,-0.28160448131902915,0.29420438606131855,119.98,116.29,0.7606715432812157,0.6309174973748295
2024-11-05,5722.43017578125,5783.43994140625,5722.10009765625,5782.759765625,1.2191031029563082,0.172620610020046,130.7,231.81,0.9997388314797734,1.6488471009798429
2024-11-06,5864.89013671875,5936.14013671875,5864.89013671875,5929.0400390625,2.4981280957186653,2.2607839342464837,90.17,312.49,-0.037233712736110834,2.0895480166062326
2024-11-07,5947.2099609375,5983.83984375,5947.2099609375,5973.10009765625,0.7403754173995657,0.20925285397532656,121.77,142.57,0.8020405024963767,0.9315695726336284
2024-11-08,5976.759765625,6012.4501953125,5976.759765625,5995.5400390625,0.37497940357180465,0.14296748549166532,119.96,323.52,0.7602058419794554,2.1407350720865326
2024-11-11,6008.85986328125,6017.31005859375,5986.68994140625,6001.35009765625,0.09685941909569239,0.17334017086956985,147.75,308.41,1.3422706550541559,2.0701548026849355
2024-11-12,6003.60009765625,6009.919921875,5960.080078125,5983.990234375,-0.28968514769364995,0.3067930382633453,185.18,386.33,1.97306367335531,2.402556095185911
2024-11-13,5985.75,6008.18994140625,5965.91015625,5985.3798828125,0.023220076414018385,0.2502021009578362,145.51,225.35,1.2995946513543348,1.6071411300153304
2024-11-14,5989.68017578125,5993.8798828125,5942.27978515625,5949.169921875,-0.6068108582244001,0.20102624364853297,148.95,170.4,1.36486741529084,1.1946958075701672
2024-11-15,5912.7900390625,5915.31982421875,5853.009765625,5870.6201171875,-1.3291430866793768,0.7390390456958738,140.85,135.73,1.2086678291141435,0.8590199095532682
2024-11-18,5874.169921875,5908.1201171875,5865.9501953125,5893.6201171875,0.39101597462065374,0.21800024373060517,138.1,268.42,1.153586995066219,1.8652246662000582
